ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000004232,1,,,,1,,1,,1,,1,2,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,1,5,4,,,,
R_00000000004233,2,1,,,,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004234,,1,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000004235,2,1,3,,2,1,2,1,2,1,1,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,5,,4,,,,,
R_00000000004236,1,2,,,1,2,2,1,2,1,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,4,5,,,,,
R_00000000004237,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000004238,2,1,3,,1,2,,1,2,1,1,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,2,,1,4,3,5,,,,,,
R_00000000004239,1,2,,,2,1,1,2,1,2,1,1,,3,2,,4,,,,10,1,3,2,,,12,,8,4,7,,5,,11,,,6,9,,,,,,,,,,,,
R_00000000004240,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004241,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,5,,4,3,,2,,,,
R_00000000004242,2,1,,,2,1,2,1,2,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004243,3,1,2,anyone else of free speech,2,1,2,1,,1,1,,3,2,1,4,,,,,,,,,,2,1,4,7,,,10,8,,9,6,5,,3,,,,,,,,,,,,1
R_00000000004244,2,1,,,2,1,2,1,2,1,1,,3,1,4,2,,,,,,,,,,1,10,3,6,,7,2,8,12,5,4,9,,11,,,,,,,,,,,2,1
R_00000000004245,,1,,,,1,,1,,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004246,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004247,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,5,3,4,1,,,,,6,2,,,,,,,7,,,,,,,,,,,,,
R_00000000004248,2,1,3,,2,1,2,1,1,2,1,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,,,,,
R_00000000004249,2,1,,,1,2,2,1,1,2,1,,,2,1,3,4,,,,10,9,7,2,,8,,3,11,1,,4,12,,5,,6,,,,,,,,,,,,,,
R_00000000004250,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000004251,2,1,3,,1,2,2,1,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,2,5,,,3,1,,4,,,,
R_00000000004252,3,1,2,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,4,,5,1,,,,,
R_00000000004253,2,1,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,,5,3,,4,,,6,7,8,2,1,9,,10,,,,,,,,,,,,
R_00000000004254,2,1,,,2,1,1,2,1,2,1,,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,2,1,4,,,,
R_00000000004255,1,3,2,Oso ,1,2,1,2,2,1,1,1,,,3,4,2,,,,2,5,1,4,7,,,,11,3,8,,,12,9,10,,6,,,,,,,,,,,,,
R_00000000004256,2,1,,,1,2,2,1,1,2,1,2,,3,4,,1,,,,,,,,,,,,,,,,,1,2,,,3,,,,,,,,,,,,,
R_00000000004257,2,1,3,,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,12,,,10,11,2,9,,,5,3,6,4,7,8,,1,,,,,,,,,,,,
R_00000000004258,1,2,,,2,1,1,2,1,2,1,2,1,,4,,3,,,,5,1,7,12,3,,11,,,6,4,,8,,,10,,2,9,,,,,,,,,,,,
R_00000000004259,2,1,,,2,1,2,1,2,1,1,,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000004260,,1,,,,1,,1,,1,,,1,4,3,2,,,,,,,,,,5,9,7,2,,,4,6,1,8,10,11,,3,,,,,,,,,,,,1
R_00000000004261,,1,,,,1,,1,,1,1,,,,,,,1,,,,,,,,1,4,5,8,,,9,7,2,10,6,11,,3,,,,,,,,,,,,
R_00000000004262,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,,2,5,,,,
R_00000000004263,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004264,1,2,,,1,2,1,2,1,2,1,1,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004265,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004266,,1,,,,1,,1,,1,1,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,2,,,,,
R_00000000004267,1,2,,,2,1,1,2,2,1,1,,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,,3,,,,
R_00000000004268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004269,1,2,,,1,2,1,2,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004270,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004271,2,1,,,2,1,2,1,1,2,1,,,,,,,,,1,,10,5,11,,,2,3,,,8,7,12,4,,6,9,1,,,,,,,,,,,,,
R_00000000004272,1,3,2,Casey Hayes,2,1,2,1,1,2,1,2,,,1,4,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004273,2,1,,,,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004274,2,1,,,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,,3,,,,,
R_00000000004275,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,
R_00000000004276,1,,,,1,,1,,1,,,2,,,,,1,,,,6,7,2,8,9,,,,,4,3,5,,,,,,1,,,,,,,,,,,,,
R_00000000004277,,1,,,,1,,1,,1,,,1,3,4,2,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004278,,1,,,,1,,1,,1,,,2,1,4,3,,,,,,,,,,8,11,5,3,,,2,1,9,4,10,6,,7,,,,,,,,,,,,
R_00000000004279,2,1,,,2,1,2,1,1,2,1,,3,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,5,4,,,,
R_00000000004280,,1,,,,1,,1,1,2,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,3,,,1,,,,,1
R_00000000004281,1,,,,1,,,1,,1,,,,,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004282,2,1,,,2,1,2,1,2,1,1,,2,3,1,4,,,,,,,,,,2,11,1,8,,,7,4,9,10,5,6,,3,,,,,,,,,,,,
R_00000000004283,1,,,,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000004284,1,2,,,2,1,2,1,2,1,1,3,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004285,1,,,,1,,1,,1,,1,2,,,,,1,,,,2,3,8,1,4,,,,,7,6,,,,,,,5,,,,,,,,,,,,,
R_00000000004286,,,,,2,1,2,1,1,2,1,2,,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,4,1,,,,
R_00000000004287,1,2,,,1,2,1,2,2,1,1,1,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,3,,1,2,,,,
R_00000000004288,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000004289,3,1,2,s,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004290,2,1,,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,5,9,10,2,12,,8,11,6,4,7,3,,1,,,,,,,,,,,,
R_00000000004291,2,1,3,,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000004292,2,1,,,1,2,1,2,1,2,1,,,,1,,,,,,,,4,1,,,,,,2,,,,,,,,,3,,,,,,,,,,,,
R_00000000004293,1,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000004294,1,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,,,,
R_00000000004295,1,2,,,1,2,2,1,1,2,1,4,,1,2,,3,,,,5,12,1,10,11,3,,8,,2,4,,9,,,,,6,7,,,,,,,,,,,,
R_00000000004296,1,2,3,,2,1,2,1,1,2,1,,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,3,,2,,,,
R_00000000004297,1,3,2,Anna Calvi,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004298,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004299,1,,,,1,,1,,1,,1,1,,,,,2,,,,4,5,3,2,7,,,,,1,6,,,,,,,,,,,,,,,,,,,,
R_00000000004300,2,1,,,2,1,2,1,2,1,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,3,,,,,
R_00000000004301,,1,,,1,,1,,,1,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004302,1,2,,,1,2,1,2,1,2,1,2,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,4,5,,,2,3,,1,,,,
R_00000000004303,2,1,3,,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,
R_00000000004304,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,2,11,6,7,,,3,1,9,4,5,10,,8,,,,,,,,,,,,
R_00000000004305,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,6,11,3,1,,,2,10,5,8,9,7,,4,,,,,,,,,,,,
R_00000000004306,2,3,1,Max Yin,2,1,2,1,1,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000004307,1,2,,,,,,,1,2,,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004308,1,2,,,1,2,2,1,2,1,1,4,2,1,,,3,,,,10,2,11,,5,,9,6,3,4,,8,1,,,,12,7,,,,,,,,,,,,,
R_00000000004309,2,1,3,,2,1,2,1,2,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,5,,3,,4,,,,
R_00000000004310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004311,2,1,,,1,2,1,2,1,2,1,,4,1,2,3,,,,,6,2,,5,9,8,7,,,12,3,,4,,1,,10,,11,,,,,,,,,,,,
R_00000000004312,2,1,,,2,1,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004313,2,1,,,1,2,1,2,1,2,1,,,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,,4,,1,,5,2,3,,,,,
R_00000000004314,3,2,1,Jonathan Mendez,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004315,1,2,3,,1,2,1,2,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004316,2,1,3,,2,1,2,1,2,1,,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000004317,2,1,,,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000004318,2,1,,,,,2,1,1,2,1,1,,2,4,,3,,,,5,3,1,8,9,,,11,2,4,,,,,7,10,,12,6,,,,,,,,,,,,
R_00000000004319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004320,2,1,,,2,1,2,1,2,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,4,,1,5,3,,,,
R_00000000004321,2,1,,,1,2,2,1,1,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000004322,1,2,,,1,2,1,2,1,2,1,1,,3,4,,2,,,,5,2,8,1,6,,,,,4,7,,,,,,,3,,,,,,,,,,,,,
R_00000000004323,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,1,,,,,1
R_00000000004324,2,1,,,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000004325,,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004326,1,2,,,1,2,2,1,2,1,1,1,,3,4,,2,,,,6,7,10,11,1,4,2,3,9,8,5,,,,,,,12,,,,,,,,,,,,,
R_00000000004327,,,1,Deez Nuts,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004331,,1,,,,1,,1,,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,5,4,,,,,
R_00000000004332,2,1,,,1,2,1,2,2,1,1,,,4,1,3,2,,,,9,4,,1,5,2,10,,6,8,3,,7,11,,,,12,,,,,,,,,,,,,
R_00000000004333,2,1,,,1,2,2,1,1,2,,3,1,4,2,,,,,,9,8,10,2,7,11,12,,3,6,5,,,,,,,4,1,,,,,,,,,,,,
R_00000000004334,1,2,3,no one,1,,1,,1,,1,3,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000004335,1,2,,,1,2,2,1,1,2,1,4,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,3,,,,
R_00000000004336,2,1,,,,1,,1,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000004337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,
R_00000000004339,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000004340,1,3,2,anyone,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000004341,,1,,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004342,,1,,,,1,,1,2,1,1,,4,2,,3,1,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,
R_00000000004343,1,2,,,1,2,1,2,1,2,1,2,3,,4,,1,,,,2,1,4,5,6,,,,9,8,7,,,12,,10,11,3,,,,,,,,,,,,,
R_00000000004344,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000004345,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000004346,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
R_00000000004347,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004348,2,1,,,2,1,1,2,2,1,1,,2,,1,3,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004349,,1,,,,1,,1,,1,1,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,,2,,,,,
R_00000000004350,1,2,,,1,2,2,1,1,2,1,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,4,3,,2,,,,
R_00000000004351,2,1,,,2,1,2,1,1,2,1,2,,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,2,4,,3,,,1,5,,,,
R_00000000004352,2,1,,,2,1,2,1,2,1,1,,4,2,1,3,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,
R_00000000004353,2,1,,,1,2,2,1,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,5,3,,,,
R_00000000004354,1,2,,,1,2,1,2,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,5,2,4,,3,,,,
R_00000000004355,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004356,2,3,1,Evelyn Diaz,1,2,1,2,1,2,1,1,,4,3,,2,,,,3,6,5,4,2,12,,,10,1,7,9,,,,,,8,11,,,,,,,,,,,,
R_00000000004357,2,1,,,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004358,2,1,,,2,1,2,1,2,1,1,3,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,4,,,,,
R_00000000004359,2,1,,,2,1,2,1,2,1,1,,,,,,,,1,,,12,,,,7,,3,8,,11,4,5,6,2,1,9,,10,,,,,,,,,,,,
R_00000000004360,2,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000004362,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,,2,5,,,,
R_00000000004363,2,1,,,2,1,2,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004364,2,1,,,2,1,1,2,1,2,1,1,2,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,,3,,1,,,,
R_00000000004365,,,,,,,,,,,,,,4,2,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004367,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000004368,2,1,,,1,2,1,2,2,1,1,,,,,,,,,,4,6,10,,,5,7,2,12,8,3,,1,9,,,11,,,,,,,,,,,,,,
R_00000000004369,3,1,2,Harambe,1,2,2,1,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004370,2,1,,,2,1,2,1,2,1,1,,4,1,3,2,,,,,,12,,,,9,8,6,11,,,4,1,7,3,5,10,,2,,,,,,,,,,,,
R_00000000004371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004372,3,2,1,Xochitl Briseno ,2,1,1,2,1,2,1,1,,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,2,,,5,4,1,,3,,,,
R_00000000004373,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000004374,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004375,1,2,,Nawar Nemeh,1,2,1,2,1,2,1,,4,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,2,5,4,,,,
R_00000000004376,,,,,,,2,1,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000004377,1,2,,,1,2,1,2,1,2,1,1,4,3,,,2,,,,6,7,8,2,5,,,,,4,3,10,12,11,,9,,1,,,,,,,,,,,,,
R_00000000004378,1,3,2,,1,2,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,4,1,,2,,,,
R_00000000004379,2,1,,,2,1,2,1,1,2,1,,3,,1,2,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004381,1,2,,,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000004382,,2,1,Roger Rodarte,,1,,1,,1,1,,,,2,1,,,,,,,,,,5,8,2,6,,,,7,10,9,1,3,,4,,,,,,,,,,,,
R_00000000004383,,,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,12,,7,6,3,8,,,11,4,9,5,1,10,,2,,,,,,,,,,,,
R_00000000004384,2,1,,,2,1,2,1,2,1,1,3,2,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000004385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004386,,1,,,,1,,1,,1,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,4,,,,,
R_00000000004387,2,1,3,,1,2,,,1,2,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004388,2,1,,,1,2,2,1,2,1,1,,1,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,3,,4,1,,2,5,,,,
R_00000000004389,1,,2,Hien Mai ,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,,3,,,,
R_00000000004390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004391,2,1,,,2,1,2,1,2,1,1,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,,5,1,,,,,
R_00000000004392,1,2,,,2,1,1,2,1,2,1,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004393,1,2,3,Patrick Hunter,2,1,1,2,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,3,4,,5,2,,,,,,
R_00000000004394,2,1,,,1,2,2,1,1,2,1,,2,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004395,1,2,,,1,2,1,2,1,2,1,1,2,3,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,4,1,,,,
R_00000000004396,1,3,2,,1,2,1,2,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,
R_00000000004397,3,1,2,Bernard Carillo,2,1,1,2,2,1,1,,1,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,4,5,,3,1,,,,
R_00000000004398,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004399,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004400,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004401,2,1,,,2,1,,1,,1,1,,1,2,4,3,,,,,,,,,,7,3,,9,,,5,8,10,1,6,2,,4,,,,,,,,,,,,
R_00000000004402,1,,,,1,,1,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1,,3,,,,
R_00000000004403,2,1,,,2,1,2,1,1,2,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004404,1,2,,,1,2,1,2,1,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,
R_00000000004405,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004406,2,1,,,1,2,2,1,2,1,1,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,5,2,3,,,,
R_00000000004407,1,2,,,2,1,1,2,2,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000004408,,1,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004409,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004410,2,1,,,2,1,2,1,1,2,1,,1,,4,2,3,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000004411,2,1,,,2,1,2,1,2,1,1,,3,4,1,2,,,,,1,,,,12,,,2,,10,9,5,3,8,6,,7,11,4,,,,,,,,,,,,
R_00000000004412,2,1,,,2,1,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000004414,,1,,,,,,,,1,,,,1,,,,,,,,2,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,
